tt0003698,Brewster's Millions,Comedy,0
tt0003724,In the Days of the Thundering Herd,Western,0
tt0003730,The Burglar and the Lady,"Crime,Drama",0
tt0003731,Burning Daylight: The Adventures of 'Burning Daylight' in Alaska,"Adventure,Drama",0
tt0003732,Burning Daylight: The Adventures of 'Burning Daylight' in Civilization,Drama,0
tt0003735,Bánk bán,\N,0
tt0003736,C.O.D.,Comedy,0
tt0003737,Cabalgata de los mercados en Barcelona,Documentary,0
tt0003738,El caballero Casarroja,\N,0
tt0003740,Cabiria,"Adventure,Drama,History",0
tt0003742,Calatayud en fiestas,Documentary,0
tt0003743,The Call of the North,"Adventure,Drama",0
tt0003744,Called Back,Drama,0
tt0003746,El calvario de un héroe,\N,0
tt0003747,Cameo Kirby,Drama,0
tt0003748,Captain Alvarez,Drama,0
tt0003749,The Captain Besley Expedition,Documentary,0
tt0003750,Captain F.E. Kleinschmidt's Arctic Hunt,Documentary,0
tt0003752,Captain Swift,Drama,0
tt0003754,The Capture of a Sea Elephant and Hunting Wild Game in the South Pacific Islands,Documentary,0
tt0003756,Cardinal Richelieu's Ward,Drama,0
tt0003757,Catástrofe de Aguilón,Documentary,0
tt0003761,A Celebrated Case,Drama,0
tt0003763,Charlotte Corday,"Drama,History",0
tt0003764,La chavala,\N,0
tt0003765,The Chechako,Drama,0
tt0003768,The Chimes,"Drama,Fantasy",0
tt0003771,The Christian,Drama,0
tt0003772,Cinderella,"Drama,Fantasy",0
tt0003774,The Circus Man,Drama,0
tt0003778,Clothes,Drama,0
tt0003779,"Cocaine Traffic; Or, The Drug Terror",Drama,0
tt0003780,The Colosseum in Films,Documentary,0
tt0003790,The Coming Power,Drama,0
tt0003791,Common Beasts of Africa,Documentary,0
tt0003792,The Conspiracy,"Drama,Mystery",0
tt0003798,The Country Mouse,Comedy,0
tt0003799,The County Chairman,"Comedy,Drama",0
tt0003802,The Criminal Code,Drama,0
tt0003804,The Crucible,"Drama,Romance",0
tt0003806,Crushed,\N,0
tt0003807,El cuervo del campamento,\N,0
tt0003808,La cueva vengadora,Drama,0
tt0003815,Damaged Goods,Drama,0
tt0003816,Damon and Pythias,Drama,0
tt0003817,Dan,"Drama,War",0
tt0003819,Dance of the Vampire,\N,0
tt0003820,The Dancer and the King,Drama,0
tt0003822,La danza fatal,\N,0
tt0003825,The Daughters of Men,Drama,0
tt0003827,The Day of Days,Drama,0
tt0003830,Detective Craig's Coup,"Crime,Drama",0
tt0003831,The Detective Queen,Drama,0
tt0003832,La deuda del pasado,\N,0
tt0003836,Diego Corrientes,\N,0
tt0003838,The Dishonored Medal,Adventure,0
tt0003840,Doc,Western,0
tt0003854,Dodge City Trail,"Adventure,Music,Western",0
tt0003856,The Dollar Mark,Drama,0
tt0003859,Dope,Drama,0
tt0003866,Un drama en Aragón,\N,0
tt0003867,Un drama en la montaña,\N,0
tt0003869,The Dream Woman,"Drama,Horror",0
tt0003870,Dömen icke,\N,0
tt0003871,The Eagle's Mate,Drama,0
tt0003874,La echadora de cartas,\N,0
tt0003875,The Education of Mr. Pipp,Comedy,0
tt0003877,Elizabeth's Prayer,Drama,0
tt0003878,O Embarque das Tropas Expedicionárias para Angola e Moçambique,Documentary,0
tt0003883,L'enfant de Paris,"Crime,Drama",0
tt0003884,Engelein,Comedy,0
tt0003886,Enoch Arden,Drama,0
tt0003887,Entre ruinas,\N,0
tt0003888,The Envoy Extraordinary,Drama,0
tt0003889,Erstarrte Liebe,\N,0
tt0003890,The Escape,Drama,0
tt0003891,Escaped from Siberia,Drama,0
tt0003893,Even Unto Death,Drama,0
tt0003897,The Exploits of Elaine,Action,0
tt0003924,Facing the Gattling Guns,Drama,0
tt0003925,A Factory Magdalen,Drama,0
tt0003927,A False Beauty,\N,0
tt0003929,Fantasma,Fantasy,0
tt0003930,Fantomas: The Mysterious Finger Print,"Crime,Drama",0
tt0003935,The Fatal Night,"Drama,History",0
tt0003938,The Fates and Flora Fourflush,Comedy,0
tt0003951,Fatum,\N,0
tt0003952,Fantômas: The False Magistrate,"Crime,Drama",0
tt0003954,La festa del Blat,\N,0
tt0003955,Fiestas del Coso Blanco en Tarragona,Documentary,0
tt0003957,"A Fight for Freedom; Or, Exiled to Siberia",Drama,0
tt0003958,The Fight for the Great Black Diamond,\N,0
tt0003959,Fighting Death,Drama,0
tt0003960,Loyalty,\N,0
tt0003965,Fire and Sword,Adventure,0
tt0003967,The Perfect Thirty-Six,Comedy,0
tt0003971,The Flooding and Opening of the Panama Canal,Documentary,0
tt0003973,A Florida Enchantment,Comedy,0
tt0003974,Florida Historic Scenes and Florida in Mid-Winter,Documentary,0
tt0003977,The Folly of Revenge,Drama,0
tt0003987,"Forgiven; Or, The Jack of Diamonds",Drama,0
tt0003988,The Fortune Hunter,Comedy,0
tt0003993,The Fringe of War,"Drama,War",0
tt0003994,Frou Frou,Drama,0
tt0003996,Miss Soapsuds,\N,0
tt0003997,La fuerza del mal,\N,0
tt0003999,För sin kärleks skull,Drama,0
tt0004000,The Gamblers,Drama,0
tt0004003,Gatans barn,Drama,0
tt0004004,Heilig recht,Drama,0
tt0004006,A Gentleman from Mississippi,Drama,0
tt0004009,Das Geschenk des Inders,\N,0
tt0004013,The Ghost Breaker,"Adventure,Horror",0
tt0004021,La gitanilla,\N,0
tt0004022,Julius Caesar,"Drama,History",0
tt0004026,The Golem,Horror,0
tt0004027,A Good Little Devil,Drama,0
tt0004028,The Good-for-Nothing,"Comedy,Drama,Western",0
tt0004031,The Governor's Ghost,Drama,0
tt0004034,Grandes regatas en Barcelona,Documentary,0
tt0004037,The Great Diamond Robbery,Drama,0
tt0004038,The Great Leap: Until Death Do Us Part,"Drama,Romance",0
tt0004043,The Greyhound,"Crime,Drama",0
tt0004044,Guardian of Virtue,\N,0
tt0004047,Half Breed,Drama,0
tt0004049,Hamlet,Drama,0
tt0004050,The Hand of Destiny,Drama,0
tt0004052,The Hazards of Helen,Action,0
tt0004057,Hearts Adrift,Romance,0
tt0004058,Hearts United,Drama,0
tt0004061,Hearts and Flowers,Drama,0
tt0004063,Hearts of Oak,Drama,0
tt0004066,The Mysterious X,"Drama,Mystery",0
tt0004078,Her Luck in London,"Crime,Drama",0
tt0004095,"His Holiness, the Late Pope Pius X, and the Vatican",Documentary,0
tt0004097,His Last Dollar,"Comedy,Drama",0
tt0004099,The New Wizard of Oz,"Adventure,Comedy,Family",0
tt0004109,Hjärtan som mötas,\N,0
tt0004112,Hombre o mujer,Comedy,0
tt0004114,Homenaje a Lanuza,Documentary,0
tt0004117,Hook and Hand,"Crime,Drama",0
tt0004118,The Hoosier Schoolmaster,Drama,0
tt0004121,Der Hund von Baskerville,"Crime,Horror,Mystery",0
tt0004125,The House Next Door,Drama,0
tt0004126,The House of Bondage,Drama,0
tt0004129,How the German General Signed a Pact with the Devil,\N,0
tt0004130,The Human Bloodhound,Drama,0
tt0004134,Hypocrites,Drama,0
tt0004136,I kammerherrens klæder,Comedy,0
tt0004137,The Idler,\N,0
tt0004138,The Idol of Paris,"Crime,Drama",0
tt0004140,Ill Starred Babbie,\N,0
